"","Tm","Attendance","Attend/G","BatAge","PAge","BPF","PPF","#HOF","#A-S","#a-tA-S","Est. Payroll","Managers","yearID","Time"
"1954","ATL","2,372,940","29,296",28.9,28.4,101,100,1,5,18,"$93,855,132","Gonzalez",2011,"2:56"
"1955","BAL","1,755,461","21,672",28.3,28.2,102,103,1,1,15,"$88,299,038","Showalter",2011,"2:54"
"1956","BOS","3,054,001","37,704",30.1,30.3,105,105,0,6,21,"$166,662,475","Francona",2011,"3:13"
"1957","CHC","3,017,966","37,259",29.3,29.4,101,102,0,1,14,"$136,547,329","Quade",2011,"2:58"
"1958","CHW","2,001,117","24,705",30,28.5,106,106,0,2,14,"$127,789,000","Guillen and Cooper",2011,"2:49"
"1959","CIN","2,213,588","27,328",28.6,27.7,104,103,0,4,17,"$77,297,134","Baker",2011,"3:03"
"1960","CLE","1,840,835","22,726",27.8,26.7,94,96,1,2,13,"$49,426,566","Acta",2011,"2:56"
"1961","COL","2,909,777","35,923",28.6,27.7,119,119,0,1,13,"$91,648,071","Tracy",2011,"3:03"
"1962","DET","2,642,045","32,618",28.6,27.8,102,101,0,5,11,"$106,875,231","Leyland",2011,"3:00"
"1963","FLA","1,520,562","18,772",27.4,28,101,102,0,1,11,"$57,694,000","Rodriguez, Hyde and McKeon",2011,"2:58"
"1964","HOU","2,067,016","25,519",28.2,27.2,98,99,0,1,7,"$71,110,500","Mills",2011,"2:56"
"1965","KCR","1,724,450","21,290",25.8,26.4,99,100,0,1,13,"$35,712,000","Yost",2011,"2:54"
"1966","LAA","3,166,321","39,090",28.9,28.4,92,92,0,3,13,"$138,543,166","Scioscia",2011,"2:53"
"1967","LAD","2,935,139","36,236",29.8,28.6,96,96,0,3,14,"$103,785,477","Mattingly",2011,"3:02"
"1968","MIL","3,071,373","37,918",28.9,29.3,103,103,0,3,14,"$86,636,333","Roenicke",2011,"2:56"
"1969","MIN","3,168,116","39,113",27.5,28.5,99,99,1,1,10,"$112,737,000","Gardenhire",2011,"2:50"
"1970","NYM","2,352,596","29,044",28,30,96,96,0,2,11,"$151,897,309","Collins",2011,"2:59"
"1971","NYY","3,653,680","45,107",30.6,31,106,105,2,8,20,"$206,275,028","Girardi",2011,"3:08"
"1972","OAK","1,476,791","18,232",29.1,27.4,98,98,0,1,8,"$67,094,000","Geren and Melvin",2011,"2:53"
"1973","PHI","3,680,718","45,441",31.4,29.2,101,100,1,5,17,"$172,976,379","Manuel",2011,"2:52"
"1974","PIT","1,940,429","23,956",27.2,28.1,95,97,0,3,12,"$45,047,000","Hurdle",2011,"3:00"
"1975","SDP","2,143,018","26,457",28,28.1,93,93,0,1,9,"$45,869,140","Black",2011,"2:52"
"1976","SEA","1,896,321","23,411",29.3,26.8,90,92,0,3,12,"$86,110,600","Wedge",2011,"2:46"
"1977","SFG","3,387,303","41,819",30.2,28.5,92,91,0,5,15,"$124,198,333","Bochy",2011,"2:54"
"1978","STL","3,093,954","38,197",29.3,30.2,98,97,0,3,14,"$105,433,572","La Russa",2011,"2:55"
"1979","TBR","1,529,188","18,879",28.2,27.8,93,92,0,3,10,"$41,053,571","Maddon",2011,"2:58"
"1980","TEX","2,946,949","36,382",29.1,28.8,109,108,0,5,16,"$93,799,264","Washington",2011,"2:55"
"1981","TOR","1,818,103","22,446",28.3,27.6,104,104,0,2,6,"$64,567,800","Farrell",2011,"2:55"
"1982","WSN","1,940,478","24,256",28.4,27.6,100,100,1,1,10,"$68,492,928","Riggleman, McLaren and Johnson",2011,"2:57"
"1983","ARI","2,177,617","26,884",28.3,27.4,103,103,0,1,13,"$67,069,833","Gibson",2012,"2:58"
"1984","ATL","2,420,171","29,879",28.5,27.6,102,101,1,4,16,"$86,208,000","Gonzalez",2012,"2:55"
"1985","BAL","2,102,240","25,954",28,27.6,102,103,1,3,16,"$77,949,000","Showalter",2012,"3:00"
"1986","BOS","3,043,003","37,568",29.4,28.7,104,103,0,1,17,"$110,386,000","Valentine",2012,"3:09"
"1987","CHC","2,882,756","35,590",27.8,27.9,101,103,0,2,11,"$86,159,366","Sveum",2012,"2:58"
"1988","CHW","1,965,955","24,271",30,27.5,104,104,0,4,16,"$118,208,000","Ventura",2012,"2:54"
"1989","CIN","2,347,251","28,978",28.8,27.1,104,104,0,3,14,"$80,309,500","Baker",2012,"3:00"
"1990","CLE","1,603,596","19,797",27.8,27.6,94,95,0,2,13,"$78,911,300","Acta and Alomar",2012,"2:58"
"1991","COL","2,630,458","32,475",28.1,28.2,117,117,0,1,13,"$75,485,000","Tracy",2012,"3:06"
"1992","DET","3,028,033","37,383",27.9,28.2,105,104,0,3,10,"$131,394,000","Leyland",2012,"2:59"
"1993","HOU","1,607,733","19,849",26.6,27.2,100,102,0,1,8,"$37,651,000","Mills and DeFrancesco",2012,"3:02"
"1994","KCR","1,739,859","21,480",26.1,27.3,102,102,0,1,14,"$61,747,075","Yost",2012,"2:57"
"1995","LAA","3,061,770","37,800",28.7,30.1,94,93,0,4,16,"$141,073,500","Scioscia",2012,"2:57"
"1996","LAD","3,324,246","41,040",30.4,29,96,96,0,2,15,"$177,033,600","Mattingly",2012,"3:05"
"1997","MIA","2,219,444","27,401",28.3,28.8,102,103,0,1,14,"$107,678,000","Guillen",2012,"2:57"
"1998","MIL","2,831,385","34,955",29.2,29,105,104,0,1,16,"$95,717,000","Roenicke",2012,"3:08"
"1999","MIN","2,776,354","34,276",28.9,27.8,98,100,0,1,9,"$99,066,000","Gardenhire",2012,"2:59"
"2000","NYM","2,242,803","27,689",27.9,30.3,95,96,0,2,9,"$91,621,424","Collins",2012,"2:56"
"2001","NYY","3,542,406","43,733",32.9,30.3,104,103,2,4,20,"$197,977,900","Girardi",2012,"3:07"
"2002","OAK","1,679,013","20,729",27.7,27.9,95,95,0,1,13,"$61,202,500","Melvin",2012,"3:02"
"2003","PHI","3,565,718","44,021",31.1,29.1,102,102,2,3,15,"$171,501,558","Manuel",2012,"2:56"
"2004","PIT","2,091,918","25,826",27.6,30.2,95,95,0,2,15,"$70,077,000","Hurdle",2012,"3:01"
"2005","SDP","2,123,721","26,219",27.4,28,91,91,0,1,12,"$55,494,700","Black",2012,"2:56"
"2006","SEA","1,721,920","21,258",27,27.9,92,93,0,1,12,"$78,235,600","Wedge",2012,"2:56"
"2007","SFG","3,377,371","41,696",27.8,30,89,89,0,4,15,"$117,637,350","Bochy",2012,"3:02"
"2008","STL","3,262,109","40,273",29.2,28.6,98,96,0,6,16,"$112,071,000","Matheny",2012,"3:01"
"2009","TBR","1,559,681","19,255",29.7,28.1,95,94,0,2,12,"$63,368,700","Maddon",2012,"3:06"
"2010","TEX","3,460,280","42,720",29.7,28.8,109,107,0,8,17,"$124,119,900","Washington",2012,"3:00"
"2011","TOR","2,099,663","25,922",27.8,27.8,102,103,0,1,10,"$82,352,700","Farrell",2012,"2:58"
"2012","WSN","2,370,794","29,269",27.2,27,101,101,0,4,14,"$92,386,000","Johnson",2012,"3:03"
"2013","ARI","2,134,895","26,357",28.1,27.6,102,103,0,2,11,"$80,060,500","Gibson",2013,"3:08"
"2014","ATL","2,548,679","31,465",26.8,27.2,101,100,0,3,12,"$95,618,750","Gonzalez",2013,"2:59"
"2015","BAL","2,357,561","29,106",27.8,27.9,103,102,0,5,17,"$100,832,000","Showalter",2013,"3:01"
"2016","BOS","2,833,333","34,979",29.6,30.2,103,103,0,3,20,"$175,395,500","Farrell",2013,"3:15"
"2017","CHC","2,642,682","32,626",27.9,28.7,102,103,0,1,9,"$67,874,166","Sveum",2013,"3:07"
"2018","CHW","1,768,413","21,832",29.2,27.1,104,105,0,2,11,"$81,401,900","Ventura",2013,"3:02"
"2019","CIN","2,492,101","31,151",28.5,27.7,101,101,0,3,15,"$106,255,535","Baker",2013,"3:08"
"2020","CLE","1,572,926","19,419",28.7,27.5,95,95,0,2,16,"$87,342,433","Francona",2013,"3:03"
"2021","COL","2,793,828","34,492",27.7,28.3,118,119,0,3,12,"$73,768,000","Weiss",2013,"3:05"
"2022","DET","3,083,397","38,067",30,28.4,104,104,0,6,12,"$154,407,000","Leyland",2013,"3:06"
"2023","HOU","1,651,883","20,394",25.9,27.2,99,101,0,1,5,"$14,672,300","Porter",2013,"3:12"
"2024","KCR","1,750,754","21,614",26.9,28.9,103,103,0,3,16,"$87,426,250","Yost",2013,"2:55"
"2025","LAA","3,019,505","37,278",27.8,29.1,94,94,0,1,10,"$116,532,500","Scioscia",2013,"3:12"
"2026","LAD","3,743,527","46,216",30.6,28.1,96,95,0,1,21,"$254,161,000","Mattingly",2013,"3:07"
"2027","MIA","1,586,322","19,584",27.7,26,102,103,0,1,8,"$24,761,900","Redmond",2013,"2:57"
"2028","MIL","2,531,105","31,248",27.9,28.8,103,103,0,2,12,"$86,945,000","Roenicke",2013,"3:03"
"2029","MIN","2,477,644","30,588",28.3,28.3,101,102,0,2,7,"$63,042,500","Gardenhire",2013,"3:06"
"2030","NYM","2,135,657","26,366",28.3,29.1,94,95,0,2,7,"$69,425,860","Collins",2013,"3:08"
"2031","NYY","3,279,589","40,489",31.9,31.8,100,100,2,2,17,"$246,534,750","Girardi",2013,"3:05"
"2032","OAK","1,809,302","22,337",28.3,28.3,98,97,0,2,15,"$69,440,000","Melvin",2013,"3:05"
"2033","PHI","3,012,403","37,190",30,28.7,100,100,1,2,10,"$150,860,000","Manuel and Sandberg",2013,"2:59"
"2034","PIT","2,256,862","27,862",27.9,28.7,95,95,0,5,19,"$99,230,000","Hurdle",2013,"3:06"
"2035","SDP","2,166,691","26,749",28.1,28.8,91,91,0,1,11,"$65,988,600","Black",2013,"3:00"
"2036","SEA","1,761,546","21,747",28.6,28,92,92,0,2,8,"$78,887,000","Wedge",2013,"3:04"
"2037","SFG","3,369,106","41,087",28.7,29.6,93,92,0,4,12,"$139,845,667","Bochy",2013,"3:05"
"2038","STL","3,369,769","41,602",28.7,26.9,101,100,0,6,15,"$112,583,000","Matheny",2013,"3:01"
"2039","TBR","1,510,300","18,646",29.5,29,97,96,0,2,11,"$71,163,500","Maddon",2013,"3:11"
"2040","TEX","3,178,273","38,759",29.6,27.9,103,103,0,3,16,"$139,261,200","Washington",2013,"3:04"
"2041","TOR","2,536,562","31,316",29,30.9,102,103,0,4,12,"$124,517,800","Gibbons",2013,"2:55"
"2042","WSN","2,652,422","32,746",27.7,27.7,103,101,0,2,14,"$112,493,250","Johnson",2013,"2:57"
"2043","ARI","2,073,730","25,602",27.6,28,102,102,0,2,13,"$89,926,500","Gibson and Trammell",2014,"3:03"
"2044","ATL","2,354,305","29,065",26.8,27.3,98,97,0,3,11,"$108,081,500","Gonzalez",2014,"3:04"
"2045","BAL","2,464,473","30,426",28.3,27.7,103,103,0,3,16,"$109,097,500","Showalter",2014,"3:07"
"2046","BOS","2,956,089","36,495",29.2,29.9,104,104,0,2,21,"$134,628,929","Farrell",2014,"3:17"
"2047","CHC","2,652,113","32,742",26.8,28,102,103,0,3,7,"$59,800,500","Renteria",2014,"3:12"
"2048","CHW","1,650,821","20,381",27.7,27.4,97,98,0,3,7,"$87,475,500","Ventura",2014,"3:08"
"2049","CIN","2,476,664","30,576",29,28,100,100,0,5,11,"$102,230,000","Price",2014,"3:03"
"2050","CLE","1,437,393","17,746",28.6,27.2,103,102,0,1,14,"$73,509,399","Francona",2014,"3:12"
"2051","COL","2,680,329","33,090",27.4,28.5,116,116,0,2,9,"$95,403,500","Weiss",2014,"3:12"
"2052","DET","2,917,209","36,015",29.8,28.5,101,101,0,4,17,"$169,135,500","Ausmus",2014,"3:14"
"2053","HOU","1,751,829","21,628",25.4,27.9,100,101,0,1,6,"$44,736,800","Porter and Lawless",2014,"3:10"
"2054","KCR","1,956,482","24,154",28.2,28.9,104,103,0,3,16,"$89,804,075","Yost",2014,"3:02"
"2055","LAA","3,095,935","38,221",29.3,28.4,95,94,0,2,13,"$128,667,000","Scioscia",2014,"3:15"
"2056","LAD","3,782,337","46,696",29.3,29.9,96,95,0,4,21,"$233,386,026","Mattingly",2014,"3:14"
"2057","MIA","1,732,283","21,386",27.4,26.4,100,101,0,2,12,"$42,365,400","Redmond",2014,"3:05"
"2058","MIL","2,797,384","34,536",28.8,29,103,103,0,4,15,"$109,567,000","Roenicke",2014,"3:07"
"2059","MIN","2,250,606","27,785",27.5,29.2,102,102,0,2,10,"$87,044,000","Gardenhire",2014,"3:07"
"2060","NYM","2,148,808","26,528",28.4,28.9,94,94,0,1,9,"$82,663,615","Collins",2014,"3:08"
"2061","NYY","3,401,624","41,995",32.8,29.3,100,100,1,3,19,"$258,118,959","Girardi",2014,"3:12"
"2062","OAK","2,003,628","24,736",29.6,28.2,98,97,0,6,16,"$89,160,900","Melvin",2014,"3:05"
"2063","PHI","2,423,852","29,924",30.8,30.1,101,102,0,1,12,"$176,444,967","Sandberg",2014,"3:09"
"2064","PIT","2,442,564","30,155",27.3,28.1,99,98,0,3,14,"$80,729,000","Hurdle",2014,"3:09"
"2065","SDP","2,195,373","27,103",27.9,28.8,92,92,0,2,6,"$76,662,100","Black",2014,"3:01"
"2066","SEA","2,064,334","25,486",27.5,29,95,95,0,4,10,"$95,471,000","McClendon",2014,"2:59"
"2067","SFG","3,368,697","41,589",28.6,31.7,95,94,0,3,16,"$163,510,167","Bochy",2014,"3:05"
"2068","STL","3,540,649","43,712",28.6,27.2,100,99,0,4,15,"$129,932,500","Matheny",2014,"3:03"
"2069","TBR","1,446,464","17,858",29.3,28.4,97,97,0,1,13,"$77,814,300","Maddon",2014,"3:19"
"2070","TEX","2,718,733","33,565",28.4,27.9,104,104,0,2,15,"$129,801,239","Washington and Bogar",2014,"3:06"
"2071","TOR","2,375,525","29,327",29.2,29.6,100,99,0,3,14,"$136,466,200","Gibbons",2014,"3:01"
"2072","WSN","2,579,389","31,844",28.8,28.3,104,102,0,2,15,"$137,235,080","Williams",2014,"3:05"
"2073","ARI","2,080,145","25,681",26.6,27.1,105,105,0,2,8,"$64,434,000","Hale",2015,"3:10"
"2074","ATL","2,001,392","24,709",28.8,26.6,97,98,0,1,13,"$104,037,500","Gonzalez",2015,"2:55"
"2075","BAL","2,281,202","29,246",27.9,28.3,102,102,0,4,12,"$112,989,833","Showalter",2015,"2:55"
"2076","BOS","2,880,694","35,564",28.3,28.6,107,107,0,1,19,"$183,931,900","Farrell",2015,"3:06"
"2077","CHC","2,919,122","36,039",26.9,29.3,98,97,0,2,16,"$115,306,610","Maddon",2015,"3:02"
"2078","CHW","1,755,810","21,677",28.2,27.8,96,97,0,1,10,"$112,889,700","Ventura",2015,"3:00"
"2079","CIN","2,419,506","29,870",29.5,27.3,100,101,0,2,12,"$111,572,286","Price",2015,"3:02"
"2080","CLE","1,388,905","17,361",28,27.3,107,107,0,1,13,"$59,163,766","Francona",2015,"3:00"
"2081","COL","2,506,789","30,948",28,28.7,118,118,0,3,8,"$96,438,600","Weiss",2015,"3:06"
"2082","DET","2,726,048","33,655",28.3,28.7,99,99,0,4,16,"$172,284,750","Ausmus",2015,"3:09"
"2083","HOU","2,153,585","26,587",26.3,29.4,97,97,0,2,12,"$93,256,200","Hinch",2015,"3:03"
"2084","KCR","2,708,549","33,439",29.1,30,104,104,0,7,16,"$121,590,475","Yost",2015,"3:00"
"2085","LAA","3,012,765","37,195",28.7,28.3,94,94,0,3,10,"$131,522,500","Scioscia",2015,"3:00"
"2086","LAD","3,764,815","46,479",29.5,28.1,95,94,0,5,16,"$265,140,429","Mattingly",2015,"3:03"
"2087","MIA","1,752,235","21,633",27.9,27.3,96,97,0,2,12,"$71,231,500","Redmond and Jennings",2015,"2:51"
"2088","MIL","2,542,558","31,390",28.1,28.4,100,101,0,2,12,"$70,869,500","Roenicke and Counsell",2015,"3:01"
"2089","MIN","2,220,054","27,408",28.3,29.1,100,101,0,2,11,"$107,755,000","Molitor",2015,"2:57"
"2090","NYM","2,569,753","31,725",28.6,28.2,97,97,0,1,12,"$98,874,473","Collins",2015,"2:56"
"2091","NYY","3,193,795","39,430",31.4,27.4,101,101,0,3,15,"$214,051,957","Girardi",2015,"3:08"
"2092","OAK","1,768,175","21,829",27.9,27.8,97,97,0,2,12,"$64,016,001","Melvin",2015,"3:01"
"2093","PHI","1,831,080","22,606",28,28.5,97,98,0,1,11,"$103,082,167","Sandberg and Mackanin",2015,"2:58"
"2094","PIT","2,498,596","30,847",28.2,29.6,99,99,0,4,15,"$104,457,499","Hurdle",2015,"3:06"
"2095","SDP","2,459,752","30,367",27.6,29.1,95,95,0,1,8,"$125,203,700","Black, Roberts and Murphy",2015,"3:01"
"2096","SEA","2,193,581","27,081",28.6,28.6,95,95,0,2,10,"$130,681,400","McClendon",2015,"3:01"
"2097","SFG","3,375,882","41,678",28.9,31.5,99,98,0,4,13,"$180,018,166","Bochy",2015,"3:02"
"2098","STL","3,520,889","43,468",28.4,28.2,101,100,0,6,14,"$128,241,500","Matheny",2015,"2:59"
"2099","TBR","1,287,054","15,322",28.5,26.7,96,97,0,2,10,"$64,571,233","Cash",2015,"2:59"
"2100","TEX","2,491,875","30,764",28.7,28.1,105,105,0,1,12,"$178,860,789","Banister",2015,"3:04"
"2101","TOR","2,794,891","34,505",29.6,29.2,103,102,0,3,19,"$117,917,400","Gibbons",2015,"2:53"
"2102","WSN","2,619,843","32,344",28.4,28.6,102,101,0,2,15,"$176,496,372","Williams",2015,"2:54"
"2103","ARI","2,036,216","25,138",26.7,26.4,107,107,0,1,12,"$78,399,500","Hale",2016,"3:14"
"2104","ATL","2,020,914","24,950",28.9,26.4,98,99,0,1,12,"$74,999,750","Gonzalez and Snitker",2016,"3:08"
"2105","BAL","2,172,344","26,819",28.5,27.9,102,102,0,5,16,"$153,744,833","Showalter",2016,"3:00"
"2106","BOS","2,955,434","36,487",28.5,29,106,106,0,6,16,"$218,682,750","Farrell",2016,"3:12"
"2107","CHC","3,232,420","39,906",27.4,29.9,101,100,0,7,17,"$176,097,333","Maddon",2016,"3:05"
"2108","CHW","1,746,293","21,559",28.3,28.6,96,96,0,2,13,"$113,416,000","Ventura",2016,"3:03"
"2109","CIN","1,894,085","23,384",27.8,27.1,101,102,0,2,9,"$77,329,561","Price",2016,"3:04"
"2110","CLE","1,591,667","19,650",29,28.1,109,107,0,3,13,"$94,511,067","Francona",2016,"3:03"
"2111","COL","2,602,524","32,130",27.8,27.7,116,116,0,2,6,"$89,707,000","Weiss",2016,"3:11"
"2112","DET","2,493,859","31,173",30,29,100,101,0,1,13,"$199,902,000","Ausmus",2016,"3:05"
"2113","HOU","2,306,623","28,477",26.4,28.9,94,93,0,2,11,"$89,498,000","Hinch",2016,"3:04"
"2114","KCR","2,557,712","31,577",28.5,29.9,102,102,0,4,14,"$125,132,675","Yost",2016,"2:59"
"2115","LAA","3,016,142","37,236",28.5,28.4,95,95,0,1,8,"$139,712,000","Scioscia",2016,"3:04"
"2116","LAD","3,703,312","45,720",28.9,28.9,97,96,0,3,17,"$231,342,096","Roberts",2016,"3:10"
"2117","MIA","1,712,417","21,405",28.3,28,93,94,0,4,11,"$72,472,000","Mattingly",2016,"3:05"
"2118","MIL","2,314,614","28,575",27.5,28.1,102,102,0,1,8,"$52,077,500","Counsell",2016,"3:08"
"2119","MIN","1,963,912","24,246",26.9,28.3,100,100,0,1,13,"$93,333,700","Molitor",2016,"3:05"
"2120","NYM","2,789,602","34,440",29.5,28.4,96,96,0,4,12,"$155,221,282","Collins",2016,"3:05"
"2121","NYY","3,063,405","37,820",30.1,27.9,103,102,0,3,19,"$193,229,350","Girardi",2016,"3:03"
"2122","OAK","1,521,506","18,784",28.7,27.9,96,97,0,1,8,"$54,969,067","Melvin",2016,"2:56"
"2123","PHI","1,915,144","23,644",26.9,26.3,99,100,0,1,6,"$84,846,666","Mackanin",2016,"3:03"
"2124","PIT","2,249,201","27,768",28.9,28.6,99,99,0,2,14,"$81,187,933","Hurdle",2016,"3:11"
"2125","SDP","2,351,422","29,030",28.1,28.1,95,95,0,2,11,"$50,656,166","Green",2016,"3:06"
"2126","SEA","2,267,928","27,999",30.5,28.8,96,96,0,1,9,"$137,169,100","Servais",2016,"3:02"
"2127","SFG","3,365,256","41,546",29.1,30,96,96,0,4,15,"$177,021,333","Bochy",2016,"3:10"
"2128","STL","3,444,490","42,525",28.5,28,98,97,0,2,12,"$150,353,500","Matheny",2016,"3:01"
"2129","TBR","1,286,163","15,879",27.7,26.9,95,95,0,1,9,"$48,223,791","Cash",2016,"3:01"
"2130","TEX","2,710,402","33,462",28.4,28.8,107,108,0,2,13,"$212,117,760","Banister",2016,"3:00"
"2131","TOR","3,392,099","41,878",30.1,29.8,102,101,0,5,17,"$182,690,767","Gibbons",2016,"3:00"
"2132","WSN","2,481,938","30,641",28.8,29.1,103,102,0,5,14,"$152,967,400","Baker",2016,"3:08"
"2133","ARI","2,134,375","26,350",28.3,28.7,108,108,0,4,10,"$106,580,200","Lovullo",2017,"3:09"
"2134","ATL","2,505,252","30,929",28.6,29.4,100,100,0,1,12,"$119,705,250","Snitker",2017,"3:04"
"2135","BAL","2,028,424","25,042",28.6,28.2,97,99,0,1,14,"$161,621,633","Showalter",2017,"3:09"
"2136","BOS","2,917,678","36,021",27.3,28.4,105,104,0,3,15,"$200,550,750","Farrell",2017,"3:20"
"2137","CHC","3,199,562","39,501",27.1,30.8,103,101,0,1,16,"$177,210,667","Maddon",2017,"3:09"
"2138","CHW","1,629,470","20,117",26.7,28.7,97,98,0,1,10,"$97,842,000","Renteria",2017,"3:10"
"2139","CIN","1,836,917","22,678",27.2,27.6,101,103,0,2,8,"$79,315,786","Price",2017,"3:03"
"2140","CLE","2,048,138","25,286",28.1,28.9,106,104,0,5,12,"$114,427,167","Francona",2017,"3:06"
"2141","COL","2,953,650","36,465",28.3,27,117,116,0,4,9,"$106,650,000","Black",2017,"3:11"
"2142","DET","2,321,599","28,662",29.6,28.3,101,102,0,2,15,"$118,375,600","Ausmus",2017,"3:14"
"2143","HOU","2,403,671","29,675",28.8,28.5,94,93,0,6,14,"$157,656,400","Hinch",2017,"3:10"
"2144","KCR","2,220,370","27,412",28.9,30.3,101,102,0,3,17,"$127,555,817","Yost",2017,"3:02"
"2145","LAA","3,019,585","37,279",29.9,29.1,97,97,0,1,7,"$181,125,500","Scioscia",2017,"3:11"
"2146","LAD","3,765,856","46,492",27.9,29.7,96,95,0,6,19,"$201,466,263","Roberts",2017,"3:11"
"2147","MIA","1,583,014","20,295",28.3,28.7,90,91,0,2,10,"$111,591,100","Mattingly",2017,"3:06"
"2148","MIL","2,627,705","31,282",27.4,28.3,101,101,0,1,8,"$68,439,300","Counsell",2017,"3:10"
"2149","MIN","2,051,279","25,324",27.1,29.6,100,101,0,3,13,"$103,932,500","Molitor",2017,"3:11"
"2150","NYM","2,460,622","30,378",28.9,27.5,94,95,0,1,11,"$176,615,252","Collins",2017,"3:09"
"2151","NYY","3,154,938","38,950",28.6,27.8,104,103,0,5,16,"$182,424,700","Girardi",2017,"3:16"
"2152","OAK","1,475,721","18,219",28.7,27.9,95,95,0,1,9,"$51,560,000","Melvin",2017,"3:09"
"2153","PHI","1,905,354","23,523",26.6,26.8,98,99,0,1,7,"$86,276,000","Mackanin",2017,"3:08"
"2154","PIT","1,919,447","23,697",28.2,27.1,97,98,0,1,8,"$102,953,333","Hurdle",2017,"3:07"
"2155","SDP","2,138,491","26,401",26.2,27.7,95,97,0,1,7,"$49,248,767","Green",2017,"3:00"
"2156","SEA","2,135,445","26,364",29.6,27.8,95,95,0,2,12,"$172,438,700","Servais",2017,"3:06"
"2157","SFG","3,303,652","40,786",29.5,28.9,98,98,0,1,14,"$177,399,833","Bochy",2017,"3:04"
"2158","STL","3,448,337","42,572",28,28.3,98,97,0,2,15,"$129,652,933","Matheny",2017,"3:04"
"2159","TBR","1,253,619","15,477",28.3,27.6,96,96,0,2,11,"$79,473,033","Cash",2017,"3:13"
"2160","TEX","2,507,760","30,960",28.4,28.8,110,110,0,1,12,"$207,326,274","Banister",2017,"3:13"
"2161","TOR","3,203,886","39,554",31,28.8,101,102,0,2,14,"$158,890,575","Gibbons",2017,"3:09"
"2162","WSN","2,524,980","31,173",29.2,30.1,104,103,0,5,14,"$175,587,301","Baker",2017,"3:09"
"2163","ARI","2,242,695","27,688",29.2,29.6,105,104,0,3,11,"$134,850,600","Lovullo",2018,"3:10"
"2164","ATL","2,555,781","31,553",27.4,27.7,101,101,0,4,13,"$115,848,667","Snitker",2018,"3:04"
"2165","BAL","1,564,192","19,311",28.4,27.1,98,100,0,1,11,"$141,555,833","Showalter",2018,"3:01"
"2166","BOS","2,895,575","35,748",27.7,28.9,104,103,0,5,16,"$222,205,000","Cora",2018,"3:13"
"2167","CHC","3,181,089","38,794",27.2,30.2,104,103,0,3,14,"$205,373,881","Maddon",2018,"3:09"
"2168","CHW","1,608,817","19,862",26.5,27.6,98,99,0,1,6,"$75,092,000","Renteria",2018,"3:08"
"2169","CIN","1,629,356","20,116",27.2,27.1,102,103,0,3,8,"$94,587,500","Price and Riggleman",2018,"3:03"
"2170","CLE","1,926,701","23,786",29.4,29.4,103,101,0,6,15,"$143,375,233","Francona",2018,"3:03"
"2171","COL","3,015,880","37,233",28.7,27.9,117,117,0,3,9,"$136,658,500","Black",2018,"3:04"
"2172","DET","1,856,970","22,926",27.9,28.6,103,105,0,1,9,"$111,531,000","Gardenhire",2018,"3:00"
"2173","HOU","2,980,549","36,797",28.1,30,99,97,0,6,14,"$172,781,200","Hinch",2018,"3:04"
"2174","KCR","1,665,107","20,557",28.6,27.6,100,101,0,1,6,"$95,199,167","Yost",2018,"2:57"
"2175","LAA","3,020,216","37,287",29.5,27.5,98,98,0,1,7,"$166,849,666","Scioscia",2018,"3:09"
"2176","LAD","3,857,500","47,043",28.1,29.2,98,96,0,3,18,"$164,703,429","Roberts",2018,"3:13"
"2177","MIA","811,104","10,014",27.5,27.6,94,95,0,1,4,"$86,515,143","Mattingly",2018,"3:02"
"2178","MIL","2,850,875","35,196",28.9,28.8,102,101,0,5,14,"$109,295,700","Counsell",2018,"3:07"
"2179","MIN","1,959,197","24,188",28.2,28.5,101,100,0,1,13,"$110,275,000","Molitor",2018,"3:10"
"2180","NYM","2,224,995","27,469",28.4,28,92,92,0,1,17,"$161,403,844","Callaway",2018,"3:01"
"2181","NYY","3,482,855","42,998",27.2,28.8,100,98,0,4,16,"$160,743,032","Boone",2018,"3:11"
"2182","OAK","1,573,616","19,427",28,29.2,97,97,0,2,10,"$69,883,333","Melvin",2018,"3:05"
"2183","PHI","2,158,124","26,644",26.7,26.8,102,102,0,1,8,"$93,874,333","Kapler",2018,"3:10"
"2184","PIT","1,465,316","18,316",27.8,26.5,96,97,0,1,8,"$88,141,000","Hurdle",2018,"3:04"
"2185","SDP","2,168,536","26,772",26.9,27.7,93,95,0,1,6,"$93,821,067","Green",2018,"3:00"
"2186","SEA","2,299,489","28,389",29.8,29,94,95,0,4,13,"$157,090,065","Servais",2018,"2:58"
"2187","SFG","3,156,185","38,965",29.8,28.6,93,94,0,2,14,"$202,060,277","Bochy",2018,"3:01"
"2188","STL","3,403,587","42,020",28.1,26.7,97,96,0,2,12,"$157,713,667","Matheny and Shildt",2018,"3:10"
"2189","TBR","1,154,973","14,259",27.1,27.1,97,96,0,2,9,"$46,011,667","Cash",2018,"3:01"
"2190","TEX","2,107,107","26,014",27.4,30.4,110,111,0,1,9,"$106,099,628","Banister and Wakamatsu",2018,"3:04"
